objectId,trackedData,position,rotation,camera,trackingRate,replayGameObject,replayScripts
110,/Bedroom/Props/Closet (1)/Clothes/Pants (1),True,True,False,100,,
111,/Bathroom/Props/Sanitizer (2),True,True,False,100,,
112,/Livingroom/Props/Kitchen/Allen Keys,True,True,False,100,,
113,/Bedroom 2/Props/Closet/Clothes/Pants,True,True,False,100,,
114,/Livingroom/Props/Kitchen/Allen Keys,True,True,False,100,,
115,/Bedroom/Props/Closet (1)/Clothes/Shirt,True,True,False,100,,
116,/Hall/DoorMechanism (2)/Door,True,True,False,100,,
117,/Bedroom 2/Props/Closet/books (3),True,True,False,100,,
118,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (3),True,True,False,100,,
119,/Livingroom/Props/Salon/Sphere pot palm plant prefab,True,True,False,100,,
120,/Bedroom/Props/Closet (1)/books (2),True,True,False,100,,
121,/Bedroom/Props/Closet (1)/closet/Base/Top/Drawer,True,True,False,100,,
122,/Livingroom/Props/Dining Room/Cutlery (1)/Spoon,True,True,False,100,,
123,/Bedroom/Props/Closet (1)/book_0001b,True,True,False,100,,
124,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (1),True,True,False,100,,
125,/Hall/Props/New Balance/Left,True,True,False,100,,
126,/Bedroom/Props/Closet (1)/Clothes/Pants (2),True,True,False,100,,
127,/Bathroom/Props/Sink/Sink002:Sink_Knobs (1)/Sink002:Left_Knob,True,True,False,100,,
128,/Livingroom/Props/Kitchen/Pot/Cover,True,True,False,100,,
129,/Livingroom/Props/Kitchen/Food/Salad/Salad (1),True,True,False,100,,
130,/Hall/Props/New Balance/Right,True,True,False,100,,
131,/Livingroom/Props/Kitchen/Pot/Cover,True,True,False,100,,
132,/Bedroom 2/Props/Closet/Clothes/Shirt (1),True,True,False,100,,
133,/Bedroom/Props/Closet (1)/Clothes/Shirt (1),True,True,False,100,,
134,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100,,
135,/Livingroom/Props/Salon/Cushion (1),True,True,False,100,,
136,/Livingroom/Props/Kitchen/Food/Pepper,True,True,False,100,,
137,/Bedroom/Props/Cushion,True,True,False,100,,
138,/Livingroom/Props/Dining Room/Cutlery (3)/Spoon,True,True,False,100,,
139,/Livingroom/Props/Kitchen/Food/Steak_Uncooked,True,True,False,100,,
140,/Livingroom/Props/Kitchen/Food/Chili,True,True,False,100,,
141,/Bathroom/Props/Sink/Sink002:Sink_Knobs (1)/Sink002:Right_Knob,True,True,False,100,,
142,/Bathroom/Props/Sanitizer (1),True,True,False,100,,
