objectId,trackedData,position,rotation,camera,trackingRate,replayGameObject,replayScripts
0,/Player/SteamVRObjects/VRCamera,True,True,True,100.0,/Expe Recorder/VRCameraModel,ShowCameraFrustum|GazeManager
1,/Player/SteamVRObjects/LeftHand/LeftRenderModel Slim(Clone),True,True,False,100.0,/LeftRenderModel Slim,
2,/Player/SteamVRObjects/RightHand/RightRenderModel Slim(Clone),True,True,False,100.0,/RightRenderModel Slim,
3,/Expe Recorder/Eye,True,True,False,100.0,/Expe Recorder/Eye,ShowGaze
4,/Livingroom/Props/Dining Room/Food/Chicken,True,True,False,100.0,,
5,/Livingroom/Props/Kitchen/Cutlery (4)/Knife,True,True,False,100.0,,
6,/Bathroom/Props/Sink/Sink002:Sink_Knobs (1)/Sink002:Left_Knob,True,True,False,100.0,,
7,/Livingroom/Props/Dining Room/Cutlery (2)/Spoon,True,True,False,100.0,,
8,/Bedroom/Props/Closet (1)/books (3),True,True,False,100.0,,
9,/Hall/DoorMechanism/Door,True,True,False,100.0,,
10,/Hall/DoorMechanism (1)/Door,True,True,False,100.0,,
11,/Livingroom/Props/Dining Room/Cutlery (3)/Bowl,True,True,False,100.0,,
12,/Hall/Props/New Balance/Left,True,True,False,100.0,,
13,/Bathroom/Props/Sanitizer (1),True,True,False,100.0,,
14,/Livingroom/Props/Dining Room/Cutlery (2)/Fork,True,True,False,100.0,,
15,/Livingroom/Props/Kitchen/Cutlery (4)/Spoon,True,True,False,100.0,,
16,/Bathroom/Props/Sink/Sink002:Sink_Knobs (1)/Sink002:Right_Knob,True,True,False,100.0,,
17,/Bedroom 2/Props/Closet/closet/Base/Bot/Drawer,True,True,False,100.0,,
18,/Livingroom/Props/Dining Room/Food/Avocado,True,True,False,100.0,,
19,/Livingroom/Props/Kitchen/Food/Watermelon,True,True,False,100.0,,
20,/Livingroom/Props/Kitchen/Pot/Cover,True,True,False,100.0,,
21,/Livingroom/Props/Dining Room/Cutlery (1)/Spoon,True,True,False,100.0,,
22,/Livingroom/Props/Kitchen/Food/Cheese,True,True,False,100.0,,
23,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100.0,,
24,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100.0,,
25,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100.0,,
26,/Livingroom/Props/Kitchen/Allen Keys,True,True,False,100.0,,
27,/Bedroom 2/Props/Closet/blueshoes (1),True,True,False,100.0,,
28,/Bathroom/Props/Sanitizer (2),True,True,False,100.0,,
29,/Livingroom/Props/Salon/Cushion (1),True,True,False,100.0,,
30,/Bedroom 2/Props/Closet/blueshoes,True,True,False,100.0,,
31,/Bedroom/Props/Closet (1)/book_0001d,True,True,False,100.0,,
32,/Bedroom/Props/Closet (1)/Clothes/Shirt (4),True,True,False,100.0,,
33,/Bathroom/Props/Sanitizer,True,True,False,100.0,,
34,/Livingroom/Props/Kitchen/Food/Pepper,True,True,False,100.0,,
35,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100.0,,
36,/Livingroom/Props/Dining Room/Chair (2),True,True,False,100.0,,
37,/Livingroom/Props/Dining Room/Cutlery (1)/Glass,True,True,False,100.0,,
38,/Bedroom 2/Props/Closet/book_0001d,True,True,False,100.0,,
39,/Livingroom/Props/Salon/Remote_control,True,True,False,100.0,,
40,/Hall/Props/New Balance/Right,True,True,False,100.0,,
41,/Livingroom/Props/Kitchen/Allen Keys,True,True,False,100.0,,
42,/Bedroom/Props/Closet (1)/Clothes/Shirt (2),True,True,False,100.0,,
43,/Bedroom 2/Props/Mouse,True,True,False,100.0,,
44,/Bedroom/Props/Closet (1)/closet/Base/Mid/Drawer,True,True,False,100.0,,
45,/Livingroom/Props/Kitchen/Fry Pan,True,True,False,100.0,,
46,/Livingroom/Props/Kitchen/Food/Salad/Salad,True,True,False,100.0,,
47,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (3),True,True,False,100.0,,
48,/Livingroom/Props/Kitchen/Food/Salad/Salad (2),True,True,False,100.0,,
49,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (1),True,True,False,100.0,,
50,/Hall/DoorMechanism (2)/Door,True,True,False,100.0,,
51,/Bedroom/Props/Closet (1)/Clothes/Shirt (1),True,True,False,100.0,,
52,/Livingroom/Props/Dining Room/Food/Pineapple,True,True,False,100.0,,
53,/Bathroom/Props/Sanitizer (3),True,True,False,100.0,,
54,/Livingroom/Props/Dining Room/Food/Banana,True,True,False,100.0,,
55,/Livingroom/Props/Kitchen/modern_smart_stove_low/Door,True,True,False,100.0,,
56,/Bedroom 2/Props/Closet/closet/Base/Mid/Drawer,True,True,False,100.0,,
57,/Livingroom/Props/Kitchen/Fry Pan (1),True,True,False,100.0,,
58,/Bedroom 2/Props/Closet/Clothes/Shirt,True,True,False,100.0,,
59,/Livingroom/Props/Kitchen/Food/Salad/Salad (3),True,True,False,100.0,,
60,/Livingroom/Props/Kitchen/Pot/Pot,True,True,False,100.0,,
61,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100.0,,
62,/Bedroom 2/Props/Closet/Clothes/Pants,True,True,False,100.0,,
63,/Livingroom/Props/Dining Room/Cutlery (3)/Glass,True,True,False,100.0,,
64,/Livingroom/Props/Kitchen/Pot/Cover,True,True,False,100.0,,
65,/Livingroom/Props/Kitchen/Food/Chili,True,True,False,100.0,,
66,/Bedroom 2/Props/Closet/closet/Doors/Anchor,True,True,False,100.0,,
67,/Bedroom 2/Props/Closet/closet/Base/Top/Drawer,True,True,False,100.0,,
68,/Livingroom/Props/Kitchen/Food/Pepper,True,True,False,100.0,,
69,/Livingroom/Props/Salon/Cushion (3),True,True,False,100.0,,
70,/Bedroom/Props/Closet (1)/blueshoes,True,True,False,100.0,,
71,/Livingroom/Props/Dining Room/Cutlery (2)/Bowl,True,True,False,100.0,,
72,/Livingroom/Props/Kitchen/Food/Steak_Uncooked,True,True,False,100.0,,
73,/Bedroom 2/Props/Keyboard,True,True,False,100.0,,
74,/Livingroom/Props/Kitchen/Cabinet Bot 1/Anchor/Drawer,True,True,False,100.0,,
75,/Bedroom/Props/Cushion,True,True,False,100.0,,
76,/Bedroom/Props/Closet (1)/closet/Base/Bot/Drawer,True,True,False,100.0,,
77,/Livingroom/Props/Kitchen/Pot/Pot,True,True,False,100.0,,
78,/Bedroom 2/Props/Closet/books (3),True,True,False,100.0,,
79,/Bedroom/Props/Closet (1)/Clothes/Pants,True,True,False,100.0,,
80,/Livingroom/Props/Dining Room/Chair (4),True,True,False,100.0,,
81,/Bedroom/Props/Closet (1)/closet/Doors/Anchor,True,True,False,100.0,,
82,/Livingroom/Props/Kitchen/Sink_Double/Sink002:Sink_Knobs/Sink002:Right_Knob,True,True,False,100.0,,
83,/Livingroom/Props/Kitchen/Sink_Double/Sink002:Sink_Knobs/Sink002:Left_Knob,True,True,False,100.0,,
84,/Bedroom/Props/Closet (1)/Clothes/Shirt,True,True,False,100.0,,
85,/Livingroom/Props/Kitchen/Food/Sushis/Sushi (2),True,True,False,100.0,,
86,/Livingroom/Props/Dining Room/Cutlery (1)/Knife,True,True,False,100.0,,
87,/Bedroom 2/Props/Closet/Clothes/Shirt (4),True,True,False,100.0,,
88,/Livingroom/Props/Dining Room/Cutlery (3)/Knife,True,True,False,100.0,,
89,/Livingroom/Props/Dining Room/Chair (3),True,True,False,100.0,,
90,/Livingroom/Props/Salon/Cylinder pot shrub plant prefab,True,True,False,100.0,,
91,/Livingroom/Props/Kitchen/Food/Egg,True,True,False,100.0,,
92,/Bedroom 2/Props/Closet/Clothes/Shirt (1),True,True,False,100.0,,
93,/Hall/DoorMechanism (3)/Door,True,True,False,100.0,,
94,/Livingroom/Props/Kitchen/fridge/Fridge_door_caps,True,True,False,100.0,,
95,/Livingroom/Props/Dining Room/Cutlery (3)/Spoon,True,True,False,100.0,,
96,/Livingroom/Props/Dining Room/Chair,True,True,False,100.0,,
97,/Livingroom/Props/Salon/Cushion (4),True,True,False,100.0,,
98,/Livingroom/Props/Kitchen/Food/Sushis/Sushi,True,True,False,100.0,,
99,/Livingroom/Props/Salon/Cushion (2),True,True,False,100.0,,
100,/Livingroom/Props/Dining Room/Cutlery (2)/Glass,True,True,False,100.0,,
101,/Bedroom/Props/Closet (1)/Clothes/Pants (1),True,True,False,100.0,,
102,/Livingroom/Props/Dining Room/Cutlery (1)/Fork,True,True,False,100.0,,
103,/Bedroom 2/Props/Closet/Clothes/Shirt (3),True,True,False,100.0,,
104,/Livingroom/Props/Kitchen/Food/Salad/Salad (1),True,True,False,100.0,,
105,/Livingroom/Props/Kitchen/Food/Pineapple,True,True,False,100.0,,
106,/Livingroom/Props/Kitchen/Cutlery (4)/Bowl,True,True,False,100.0,,
107,/Bedroom/Props/Closet (1)/Clothes/Shirt (3),True,True,False,100.0,,
108,/Bedroom/Props/Closet (1)/Clothes/Pants (2),True,True,False,100.0,,
109,/Livingroom/Props/Salon/Sphere pot palm plant prefab,True,True,False,100.0,,
